|                                                                                                                                                                                                                                                                                  | LO_REVENUE     |
+----------------------------------------------------+---------------------------------------------------------+----------------------------------------------------+---------------------------------------------------------+----------------------------------------------------+----------------+
| <http://lod2.eu/schemas/rdfh#lo_custkeyRegionASIA> | <http://lod2.eu/schemas/rdfh#lo_custkeyNationCHINA>     | <http://lod2.eu/schemas/rdfh#lo_suppkeyRegionASIA> | <http://lod2.eu/schemas/rdfh#lo_suppkeyNationCHINA>     | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1992> | 53.202.304.966 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1993> | 50.618.892.442 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1994> | 50.420.152.423 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1995> | 50.255.208.143 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1996> | 50.798.876.344 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1997> | 50.981.837.552 |
|                                                    | <http://lod2.eu/schemas/rdfh#lo_custkeyNationINDIA>     | <http://lod2.eu/schemas/rdfh#lo_suppkeyRegionASIA> | <http://lod2.eu/schemas/rdfh#lo_suppkeyNationCHINA>     | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1992> | 51.758.985.311 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1993> | 52.173.652.875 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1994> | 52.604.990.324 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1995> | 52.587.898.615 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1996> | 51.780.518.836 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1997> | 51.906.203.038 |
|                                                    |                                                         |                                                    | <http://lod2.eu/schemas/rdfh#lo_suppkeyNationINDIA>     | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1992> | 53.840.255.574 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1993> | 53.166.216.941 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1994> | 53.437.240.310 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1995> | 53.396.799.768 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1996> | 54.110.132.821 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1997> | 53.398.173.290 |
|                                                    |                                                         |                                                    | <http://lod2.eu/schemas/rdfh#lo_suppkeyNationINDONESIA> | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1992> | 55.334.149.561 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1993> | 55.669.527.348 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1994> | 54.838.930.433 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1995> | 55.981.258.937 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1996> | 56.549.465.183 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1997> | 55.451.474.341 |
|                                                    |                                                         |                                                    | <http://lod2.eu/schemas/rdfh#lo_suppkeyNationJAPAN>     | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1992> | 51.104.583.944 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1993> | 52.291.194.128 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1994> | 52.149.700.327 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1995> | 51.756.734.585 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1996> | 52.743.929.158 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1997> | 53.618.521.846 |
|                                                    |                                                         |                                                    | <http://lod2.eu/schemas/rdfh#lo_suppkeyNationVIETNAM>   | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1992> | 49.640.993.819 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1993> | 50.661.144.654 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1994> | 50.362.372.598 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1995> | 50.516.483.322 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1996> | 51.123.449.982 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1997> | 51.125.299.004 |
|                                                    | <http://lod2.eu/schemas/rdfh#lo_custkeyNationINDONESIA> | <http://lod2.eu/schemas/rdfh#lo_suppkeyRegionASIA> | <http://lod2.eu/schemas/rdfh#lo_suppkeyNationCHINA>     | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1992> | 53.887.104.795 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1993> | 53.920.040.836 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1994> | 53.898.996.978 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1995> | 54.122.679.431 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1996> | 54.303.106.396 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1997> | 54.430.180.840 |
|                                                    |                                                         |                                                    | <http://lod2.eu/schemas/rdfh#lo_suppkeyNationINDIA>     | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1992> | 56.083.363.742 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1993> | 55.223.660.082 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1994> | 55.339.397.030 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1995> | 54.949.301.113 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1996> | 55.903.082.845 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1997> | 54.769.022.116 |
|                                                    |                                                         |                                                    | <http://lod2.eu/schemas/rdfh#lo_suppkeyNationINDONESIA> | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1992> | 57.493.556.858 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1993> | 58.025.342.779 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1994> | 57.308.767.649 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1995> | 57.866.394.299 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1996> | 58.676.834.632 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1997> | 57.151.657.961 |
|                                                    |                                                         |                                                    | <http://lod2.eu/schemas/rdfh#lo_suppkeyNationJAPAN>     | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1992> | 54.393.567.369 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1993> | 53.410.059.754 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1994> | 53.932.060.476 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1995> | 54.260.687.958 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1996> | 55.113.622.290 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1997> | 53.884.139.975 |
|                                                    |                                                         |                                                    | <http://lod2.eu/schemas/rdfh#lo_suppkeyNationVIETNAM>   | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1992> | 51.006.397.394 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1993> | 51.824.859.693 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1994> | 51.996.233.504 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1995> | 51.968.286.051 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1996> | 53.096.102.262 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1997> | 51.759.284.236 |
|                                                    | <http://lod2.eu/schemas/rdfh#lo_custkeyNationJAPAN>     | <http://lod2.eu/schemas/rdfh#lo_suppkeyRegionASIA> | <http://lod2.eu/schemas/rdfh#lo_suppkeyNationCHINA>     | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1992> | 51.465.172.557 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1993> | 51.406.709.327 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1994> | 52.099.528.581 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1995> | 51.320.895.827 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1996> | 51.326.040.782 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1997> | 52.052.860.907 |
|                                                    |                                                         |                                                    | <http://lod2.eu/schemas/rdfh#lo_suppkeyNationINDIA>     | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1992> | 52.837.317.579 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1993> | 53.383.468.103 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1994> | 52.207.914.158 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1995> | 52.862.670.951 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1996> | 52.829.409.093 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1997> | 53.020.471.016 |
|                                                    |                                                         |                                                    | <http://lod2.eu/schemas/rdfh#lo_suppkeyNationINDONESIA> | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1992> | 55.470.271.862 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1993> | 55.450.422.145 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1994> | 55.166.732.599 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1995> | 55.756.628.069 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1996> | 55.295.862.862 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1997> | 53.377.511.976 |
|                                                    |                                                         |                                                    | <http://lod2.eu/schemas/rdfh#lo_suppkeyNationJAPAN>     | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1992> | 52.781.570.092 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1993> | 52.683.527.061 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1994> | 50.283.319.443 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1995> | 51.809.888.688 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1996> | 52.500.376.734 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1997> | 50.815.598.125 |
|                                                    |                                                         |                                                    | <http://lod2.eu/schemas/rdfh#lo_suppkeyNationVIETNAM>   | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1992> | 49.650.941.206 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1993> | 50.057.832.135 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1994> | 50.097.922.236 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1995> | 48.627.408.805 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1996> | 50.197.634.124 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1997> | 49.149.703.784 |
|                                                    | <http://lod2.eu/schemas/rdfh#lo_custkeyNationVIETNAM>   | <http://lod2.eu/schemas/rdfh#lo_suppkeyRegionASIA> | <http://lod2.eu/schemas/rdfh#lo_suppkeyNationCHINA>     | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1992> | 53.635.069.027 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1993> | 53.806.768.582 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1994> | 52.744.648.993 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1995> | 52.784.240.366 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1996> | 53.641.429.016 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1997> | 52.632.344.235 |
|                                                    |                                                         |                                                    | <http://lod2.eu/schemas/rdfh#lo_suppkeyNationINDIA>     | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1992> | 53.796.356.168 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1993> | 54.304.168.176 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1994> | 53.974.392.943 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1995> | 53.857.720.297 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1996> | 54.093.512.752 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1997> | 53.598.437.998 |
|                                                    |                                                         |                                                    | <http://lod2.eu/schemas/rdfh#lo_suppkeyNationINDONESIA> | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1992> | 56.528.084.092 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1993> | 57.031.719.413 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1994> | 56.459.028.335 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1995> | 57.672.132.145 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1996> | 56.293.030.145 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1997> | 56.215.096.026 |
|                                                    |                                                         |                                                    | <http://lod2.eu/schemas/rdfh#lo_suppkeyNationJAPAN>     | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1992> | 53.377.618.064 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1993> | 53.970.340.911 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1994> | 54.078.621.677 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1995> | 53.174.393.671 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1996> | 52.256.511.400 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1997> | 53.064.919.288 |
|                                                    |                                                         |                                                    | <http://lod2.eu/schemas/rdfh#lo_suppkeyNationVIETNAM>   | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1992> | 49.991.192.802 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1993> | 51.428.673.225 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1994> | 49.946.254.861 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1995> | 51.328.670.072 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1996> | 50.456.326.144 |
|                                                    |                                                         |                                                    |                                                         | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1997> | 50.401.588.878 |
Execution Time: 3514

