|                                                                                                                                                                                                                                                                                         | Profit         |
+----------------------------------------------------+-------------------------------------------------------+-------------------------------------------------------------+----------------------------------------------------+---------------------------------------------------------+----------------+
| <http://lod2.eu/schemas/rdfh#lo_orderdateYear1997> | <http://lod2.eu/schemas/rdfh#lo_suppkeyRegionAMERICA> | <http://lod2.eu/schemas/rdfh#lo_suppkeyNationARGENTINA>     | <http://lod2.eu/schemas/rdfh#lo_partkeyMfgrMFGR-1> | <http://lod2.eu/schemas/rdfh#lo_partkeyCategoryMFGR-11> | 20.633.150.130 |
|                                                    |                                                       |                                                             |                                                    | <http://lod2.eu/schemas/rdfh#lo_partkeyCategoryMFGR-25> | 12.021.045.203 |
|                                                    |                                                       | <http://lod2.eu/schemas/rdfh#lo_suppkeyNationPERU>          | <http://lod2.eu/schemas/rdfh#lo_partkeyMfgrMFGR-1> | <http://lod2.eu/schemas/rdfh#lo_partkeyCategoryMFGR-11> | 11.920.946.766 |
|                                                    |                                                       |                                                             |                                                    | <http://lod2.eu/schemas/rdfh#lo_partkeyCategoryMFGR-12> | 11.722.265.770 |
|                                                    |                                                       |                                                             |                                                    | <http://lod2.eu/schemas/rdfh#lo_partkeyCategoryMFGR-13> | 11.830.328.247 |
|                                                    |                                                       |                                                             |                                                    | <http://lod2.eu/schemas/rdfh#lo_partkeyCategoryMFGR-14> | 12.277.764.929 |
|                                                    |                                                       |                                                             |                                                    | <http://lod2.eu/schemas/rdfh#lo_partkeyCategoryMFGR-15> | 11.685.309.770 |
|                                                    |                                                       |                                                             | <http://lod2.eu/schemas/rdfh#lo_partkeyMfgrMFGR-2> | <http://lod2.eu/schemas/rdfh#lo_partkeyCategoryMFGR-21> | 11.570.486.758 |
|                                                    |                                                       |                                                             |                                                    | <http://lod2.eu/schemas/rdfh#lo_partkeyCategoryMFGR-22> | 12.064.845.586 |
|                                                    |                                                       |                                                             |                                                    | <http://lod2.eu/schemas/rdfh#lo_partkeyCategoryMFGR-23> | 12.029.816.559 |
|                                                    |                                                       |                                                             |                                                    | <http://lod2.eu/schemas/rdfh#lo_partkeyCategoryMFGR-24> | 11.840.207.053 |
|                                                    |                                                       |                                                             |                                                    | <http://lod2.eu/schemas/rdfh#lo_partkeyCategoryMFGR-25> | 11.605.382.452 |
|                                                    |                                                       | <http://lod2.eu/schemas/rdfh#lo_suppkeyNationUNITED-STATES> | <http://lod2.eu/schemas/rdfh#lo_partkeyMfgrMFGR-1> | <http://lod2.eu/schemas/rdfh#lo_partkeyCategoryMFGR-11> | 12.111.987.890 |
|                                                    |                                                       |                                                             |                                                    | <http://lod2.eu/schemas/rdfh#lo_partkeyCategoryMFGR-12> | 12.153.958.363 |
|                                                    |                                                       |                                                             |                                                    | <http://lod2.eu/schemas/rdfh#lo_partkeyCategoryMFGR-13> | 12.111.547.473 |
|                                                    |                                                       |                                                             |                                                    | <http://lod2.eu/schemas/rdfh#lo_partkeyCategoryMFGR-14> | 12.164.432.343 |
|                                                    |                                                       |                                                             |                                                    | <http://lod2.eu/schemas/rdfh#lo_partkeyCategoryMFGR-15> | 12.163.317.594 |
|                                                    |                                                       |                                                             | <http://lod2.eu/schemas/rdfh#lo_partkeyMfgrMFGR-2> | <http://lod2.eu/schemas/rdfh#lo_partkeyCategoryMFGR-21> | 11.771.585.140 |
|                                                    |                                                       |                                                             |                                                    | <http://lod2.eu/schemas/rdfh#lo_partkeyCategoryMFGR-22> | 12.426.045.879 |
|                                                    |                                                       |                                                             |                                                    | <http://lod2.eu/schemas/rdfh#lo_partkeyCategoryMFGR-23> | 12.062.197.640 |
|                                                    |                                                       |                                                             |                                                    | <http://lod2.eu/schemas/rdfh#lo_partkeyCategoryMFGR-24> | 11.953.726.571 |
|                                                    |                                                       |                                                             |                                                    | <http://lod2.eu/schemas/rdfh#lo_partkeyCategoryMFGR-25> | 12.263.410.706 |
Execution Time: 320952

