|                                                                                                                                                                                                                                                                                                                                                                                                                  | LO_REVENUE  |
+-------------------------------------------------------+-------------------------------------------------------------+--------------------------------------------------------+-------------------------------------------------------+-------------------------------------------------------------+--------------------------------------------------------+----------------------------------------------------+-------------+
| <http://lod2.eu/schemas/rdfh#lo_custkeyRegionAMERICA> | <http://lod2.eu/schemas/rdfh#lo_custkeyNationUNITED-STATES> | <http://lod2.eu/schemas/rdfh#lo_custkeyCityUNITED-ST0> | <http://lod2.eu/schemas/rdfh#lo_suppkeyRegionAMERICA> | <http://lod2.eu/schemas/rdfh#lo_suppkeyNationUNITED-STATES> | <http://lod2.eu/schemas/rdfh#lo_suppkeyCityUNITED-ST0> | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1992> |  57.011.984 |
|                                                       |                                                             |                                                        |                                                       |                                                             | <http://lod2.eu/schemas/rdfh#lo_suppkeyCityUNITED-ST2> | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1992> |  28.794.073 |
|                                                       |                                                             |                                                        |                                                       |                                                             |                                                        | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1993> |  17.421.793 |
|                                                       |                                                             |                                                        |                                                       |                                                             |                                                        | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1994> |   8.052.024 |
|                                                       |                                                             |                                                        |                                                       |                                                             |                                                        | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1995> |  14.795.047 |
|                                                       |                                                             |                                                        |                                                       |                                                             |                                                        | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1996> |   6.021.384 |
|                                                       |                                                             |                                                        |                                                       |                                                             |                                                        | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1997> |             |
|                                                       |                                                             |                                                        |                                                       |                                                             | <http://lod2.eu/schemas/rdfh#lo_suppkeyCityUNITED-ST3> | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1992> | 146.581.439 |
|                                                       |                                                             |                                                        |                                                       |                                                             |                                                        | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1993> | 132.883.226 |
|                                                       |                                                             |                                                        |                                                       |                                                             |                                                        | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1994> |  86.316.226 |
|                                                       |                                                             |                                                        |                                                       |                                                             |                                                        | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1995> |  54.688.202 |
|                                                       |                                                             |                                                        |                                                       |                                                             |                                                        | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1996> |  57.512.183 |
|                                                       |                                                             |                                                        |                                                       |                                                             |                                                        | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1997> |  53.961.377 |
|                                                       |                                                             |                                                        |                                                       |                                                             | <http://lod2.eu/schemas/rdfh#lo_suppkeyCityUNITED-ST4> | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1992> |  47.460.515 |
|                                                       |                                                             |                                                        |                                                       |                                                             |                                                        | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1993> |  59.405.088 |
|                                                       |                                                             |                                                        |                                                       |                                                             |                                                        | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1994> |  48.723.331 |
|                                                       |                                                             |                                                        |                                                       |                                                             |                                                        | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1995> |  41.951.943 |
|                                                       |                                                             |                                                        |                                                       |                                                             |                                                        | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1996> |  21.404.975 |
|                                                       |                                                             |                                                        |                                                       |                                                             |                                                        | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1997> |  75.162.182 |
|                                                       |                                                             |                                                        |                                                       |                                                             | <http://lod2.eu/schemas/rdfh#lo_suppkeyCityUNITED-ST5> | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1992> |  44.297.342 |
|                                                       |                                                             |                                                        |                                                       |                                                             |                                                        | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1993> |  46.795.056 |
|                                                       |                                                             |                                                        |                                                       |                                                             |                                                        | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1994> |  28.102.405 |
|                                                       |                                                             |                                                        |                                                       |                                                             |                                                        | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1995> |  36.756.488 |
|                                                       |                                                             |                                                        |                                                       |                                                             |                                                        | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1996> |  39.759.470 |
|                                                       |                                                             |                                                        |                                                       |                                                             |                                                        | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1997> |  27.823.909 |
|                                                       |                                                             |                                                        |                                                       |                                                             | <http://lod2.eu/schemas/rdfh#lo_suppkeyCityUNITED-ST6> | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1992> |  40.092.233 |
|                                                       |                                                             |                                                        |                                                       |                                                             |                                                        | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1993> |  38.253.380 |
|                                                       |                                                             |                                                        |                                                       |                                                             |                                                        | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1994> |  72.965.681 |
|                                                       |                                                             |                                                        |                                                       |                                                             |                                                        | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1995> |  42.152.178 |
|                                                       |                                                             |                                                        |                                                       |                                                             |                                                        | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1996> |  69.658.720 |
|                                                       |                                                             |                                                        |                                                       |                                                             |                                                        | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1997> |  58.737.128 |
|                                                       |                                                             |                                                        |                                                       |                                                             | <http://lod2.eu/schemas/rdfh#lo_suppkeyCityUNITED-ST7> | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1992> |  91.212.829 |
|                                                       |                                                             |                                                        |                                                       |                                                             |                                                        | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1993> |  27.027.666 |
|                                                       |                                                             |                                                        |                                                       |                                                             |                                                        | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1994> |  53.092.919 |
|                                                       |                                                             |                                                        |                                                       |                                                             |                                                        | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1995> |  48.022.301 |
|                                                       |                                                             |                                                        |                                                       |                                                             |                                                        | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1996> |  71.398.398 |
|                                                       |                                                             |                                                        |                                                       |                                                             |                                                        | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1997> |  64.614.057 |
|                                                       |                                                             |                                                        |                                                       |                                                             | <http://lod2.eu/schemas/rdfh#lo_suppkeyCityUNITED-ST8> | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1992> |  95.325.084 |
|                                                       |                                                             |                                                        |                                                       |                                                             |                                                        | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1993> |  90.058.163 |
|                                                       |                                                             |                                                        |                                                       |                                                             |                                                        | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1994> |  75.722.638 |
|                                                       |                                                             |                                                        |                                                       |                                                             |                                                        | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1995> |  66.516.962 |
|                                                       |                                                             |                                                        |                                                       |                                                             |                                                        | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1996> |  35.507.746 |
|                                                       |                                                             |                                                        |                                                       |                                                             |                                                        | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1997> |  54.410.897 |
|                                                       |                                                             |                                                        |                                                       |                                                             | <http://lod2.eu/schemas/rdfh#lo_suppkeyCityUNITED-ST9> | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1992> |  87.869.386 |
|                                                       |                                                             |                                                        |                                                       |                                                             |                                                        | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1993> |  39.248.305 |
|                                                       |                                                             |                                                        |                                                       |                                                             |                                                        | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1994> |  59.480.187 |
|                                                       |                                                             |                                                        |                                                       |                                                             |                                                        | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1995> |  55.810.914 |
|                                                       |                                                             |                                                        |                                                       |                                                             |                                                        | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1996> |  27.204.087 |
|                                                       |                                                             |                                                        |                                                       |                                                             |                                                        | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1997> |  84.665.595 |
|                                                       |                                                             | <http://lod2.eu/schemas/rdfh#lo_custkeyCityUNITED-ST1> | <http://lod2.eu/schemas/rdfh#lo_suppkeyRegionAMERICA> | <http://lod2.eu/schemas/rdfh#lo_suppkeyNationUNITED-STATES> | <http://lod2.eu/schemas/rdfh#lo_suppkeyCityUNITED-ST0> | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1992> |  42.596.817 |
|                                                       |                                                             |                                                        |                                                       |                                                             |                                                        | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1993> |  73.129.575 |
|                                                       |                                                             |                                                        |                                                       |                                                             |                                                        | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1994> |  37.210.284 |
|                                                       |                                                             |                                                        |                                                       |                                                             |                                                        | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1995> |  43.352.693 |
|                                                       |                                                             |                                                        |                                                       |                                                             |                                                        | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1996> |  74.915.962 |
|                                                       |                                                             |                                                        |                                                       |                                                             |                                                        | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1997> |  71.305.126 |
|                                                       |                                                             |                                                        |                                                       |                                                             | <http://lod2.eu/schemas/rdfh#lo_suppkeyCityUNITED-ST1> | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1992> |  53.534.521 |
|                                                       |                                                             |                                                        |                                                       |                                                             |                                                        | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1993> |  72.791.741 |
|                                                       |                                                             |                                                        |                                                       |                                                             |                                                        | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1994> |  54.556.122 |
|                                                       |                                                             |                                                        |                                                       |                                                             |                                                        | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1995> |  51.239.596 |
|                                                       |                                                             |                                                        |                                                       |                                                             |                                                        | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1996> |  54.742.741 |
|                                                       |                                                             |                                                        |                                                       |                                                             |                                                        | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1997> | 119.416.413 |
|                                                       |                                                             |                                                        |                                                       |                                                             | <http://lod2.eu/schemas/rdfh#lo_suppkeyCityUNITED-ST2> | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1992> |  13.200.208 |
|                                                       |                                                             |                                                        |                                                       |                                                             |                                                        | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1993> |  25.735.907 |
|                                                       |                                                             |                                                        |                                                       |                                                             |                                                        | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1994> |  10.563.235 |
|                                                       |                                                             |                                                        |                                                       |                                                             |                                                        | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1995> |  16.019.438 |
|                                                       |                                                             |                                                        |                                                       |                                                             |                                                        | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1996> |  15.629.594 |
|                                                       |                                                             |                                                        |                                                       |                                                             |                                                        | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1997> |   5.299.831 |
|                                                       |                                                             |                                                        |                                                       |                                                             | <http://lod2.eu/schemas/rdfh#lo_suppkeyCityUNITED-ST3> | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1992> |  85.513.840 |
|                                                       |                                                             |                                                        |                                                       |                                                             |                                                        | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1993> | 124.246.370 |
|                                                       |                                                             |                                                        |                                                       |                                                             |                                                        | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1994> | 123.713.761 |
|                                                       |                                                             |                                                        |                                                       |                                                             |                                                        | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1995> | 119.937.365 |
|                                                       |                                                             |                                                        |                                                       |                                                             |                                                        | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1996> | 105.281.286 |
|                                                       |                                                             |                                                        |                                                       |                                                             |                                                        | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1997> | 106.954.645 |
|                                                       |                                                             |                                                        |                                                       |                                                             | <http://lod2.eu/schemas/rdfh#lo_suppkeyCityUNITED-ST4> | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1992> |  59.320.574 |
|                                                       |                                                             |                                                        |                                                       |                                                             |                                                        | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1993> |  66.221.490 |
|                                                       |                                                             |                                                        |                                                       |                                                             |                                                        | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1994> |  28.901.642 |
|                                                       |                                                             |                                                        |                                                       |                                                             |                                                        | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1995> |  34.364.356 |
|                                                       |                                                             |                                                        |                                                       |                                                             |                                                        | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1996> |  33.440.291 |
|                                                       |                                                             |                                                        |                                                       |                                                             |                                                        | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1997> |  61.720.048 |
|                                                       |                                                             |                                                        |                                                       |                                                             | <http://lod2.eu/schemas/rdfh#lo_suppkeyCityUNITED-ST5> | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1992> |  45.341.090 |
|                                                       |                                                             |                                                        |                                                       |                                                             |                                                        | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1993> |  24.966.010 |
|                                                       |                                                             |                                                        |                                                       |                                                             |                                                        | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1994> |  36.318.805 |
|                                                       |                                                             |                                                        |                                                       |                                                             |                                                        | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1995> |  20.027.521 |
|                                                       |                                                             |                                                        |                                                       |                                                             |                                                        | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1996> |  43.140.821 |
|                                                       |                                                             |                                                        |                                                       |                                                             |                                                        | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1997> |  46.730.509 |
|                                                       |                                                             |                                                        |                                                       |                                                             | <http://lod2.eu/schemas/rdfh#lo_suppkeyCityUNITED-ST6> | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1992> |  76.214.771 |
|                                                       |                                                             |                                                        |                                                       |                                                             |                                                        | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1993> |  68.217.991 |
|                                                       |                                                             |                                                        |                                                       |                                                             |                                                        | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1994> |  42.930.352 |
|                                                       |                                                             |                                                        |                                                       |                                                             |                                                        | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1995> |  36.402.314 |
|                                                       |                                                             |                                                        |                                                       |                                                             |                                                        | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1996> |  40.943.117 |
|                                                       |                                                             |                                                        |                                                       |                                                             |                                                        | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1997> |  64.594.847 |
|                                                       |                                                             |                                                        |                                                       |                                                             | <http://lod2.eu/schemas/rdfh#lo_suppkeyCityUNITED-ST7> | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1992> |  64.211.386 |
|                                                       |                                                             |                                                        |                                                       |                                                             |                                                        | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1993> |  58.174.952 |
|                                                       |                                                             |                                                        |                                                       |                                                             |                                                        | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1994> |  42.055.772 |
|                                                       |                                                             |                                                        |                                                       |                                                             |                                                        | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1995> |  44.774.933 |
|                                                       |                                                             |                                                        |                                                       |                                                             |                                                        | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1996> |  64.033.243 |
|                                                       |                                                             |                                                        |                                                       |                                                             |                                                        | <http://lod2.eu/schemas/rdfh#lo_orderdateYear1997> |  51.568.799 |
